ID,Yes,Yes_Prob,predicted,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
6774,0,0.051153685910902684,0,1,0,0,0,0,0,0,0,0,0
6775,0,0.05338307469430935,0,1,0,0,0,0,0,0,0,0,0
6776,0,0.09767405111551761,0,1,0,0,0,0,0,0,0,0,0
6777,0,0.007521403773865654,0,1,0,0,0,0,0,0,0,0,0
6778,0,0.03733356439531223,0,1,0,0,0,0,0,0,0,0,0
6779,0,0.02184655611912375,0,1,0,0,0,0,0,0,0,0,0
6780,0,0.1427713863619387,1,1,1,0,0,0,0,0,0,0,0
6781,0,0.06599461484129442,0,1,0,0,0,0,0,0,0,0,0
6782,0,0.021687928795322352,0,1,0,0,0,0,0,0,0,0,0
6783,0,0.03224444776039119,0,1,0,0,0,0,0,0,0,0,0
6784,0,0.029083789575859317,0,1,0,0,0,0,0,0,0,0,0
6785,0,0.07934104059001205,0,1,0,0,0,0,0,0,0,0,0
6786,0,0.011421302576649585,0,1,0,0,0,0,0,0,0,0,0
6787,0,0.04153925707390749,0,1,0,0,0,0,0,0,0,0,0
6788,0,0.041637173039119305,0,1,0,0,0,0,0,0,0,0,0
6789,0,0.025771568603481693,0,1,0,0,0,0,0,0,0,0,0
6790,0,0.19681138572486545,1,1,1,0,0,0,0,0,0,0,0
6791,0,0.013964236718907182,0,1,0,0,0,0,0,0,0,0,0
6792,0,0.44663883702594054,1,1,1,1,1,1,0,0,0,0,0
6793,0,0.22403058926605196,1,1,1,1,0,0,0,0,0,0,0
6794,0,0.018947306146521705,0,1,0,0,0,0,0,0,0,0,0
6795,0,0.33380657254235624,1,1,1,1,1,0,0,0,0,0,0
6796,0,0.09254730895673911,0,1,0,0,0,0,0,0,0,0,0
6797,0,0.1315967924095005,1,1,1,0,0,0,0,0,0,0,0
6798,0,0.05045543601716775,0,1,0,0,0,0,0,0,0,0,0
6799,0,0.1079073496888296,1,1,1,0,0,0,0,0,0,0,0
6800,0,0.009456083586526479,0,1,0,0,0,0,0,0,0,0,0
6801,0,0.029617522978713014,0,1,0,0,0,0,0,0,0,0,0
6802,0,0.026171546721660808,0,1,0,0,0,0,0,0,0,0,0
6803,0,0.07425504653253917,0,1,0,0,0,0,0,0,0,0,0
6804,0,0.03196737362186287,0,1,0,0,0,0,0,0,0,0,0
6805,0,0.040985613374685745,0,1,0,0,0,0,0,0,0,0,0
6806,0,0.012624388428563848,0,1,0,0,0,0,0,0,0,0,0
6807,0,0.0319016084909459,0,1,0,0,0,0,0,0,0,0,0
6808,0,0.018834039428413548,0,1,0,0,0,0,0,0,0,0,0
6809,0,0.06085166384164766,0,1,0,0,0,0,0,0,0,0,0
6810,0,0.05590855728808586,0,1,0,0,0,0,0,0,0,0,0
6811,0,0.04141983030144773,0,1,0,0,0,0,0,0,0,0,0
6812,0,0.1527464879187375,1,1,1,0,0,0,0,0,0,0,0
6813,0,0.04366798770340259,0,1,0,0,0,0,0,0,0,0,0
6814,0,0.34653468744101495,1,1,1,1,1,0,0,0,0,0,0
6815,0,0.06821695892487557,0,1,0,0,0,0,0,0,0,0,0
6816,0,0.010432427152420393,0,1,0,0,0,0,0,0,0,0,0
6817,0,0.01773207348909865,0,1,0,0,0,0,0,0,0,0,0
6818,0,0.026825450751456738,0,1,0,0,0,0,0,0,0,0,0
6819,0,0.1720333821963881,1,1,1,0,0,0,0,0,0,0,0
6820,0,0.08040395451465629,0,1,0,0,0,0,0,0,0,0,0
6821,0,0.012046423076378744,0,1,0,0,0,0,0,0,0,0,0
6822,0,0.03001086515554208,0,1,0,0,0,0,0,0,0,0,0
6823,0,0.00842921204736892,0,1,0,0,0,0,0,0,0,0,0
6824,0,0.011008079129839532,0,1,0,0,0,0,0,0,0,0,0
6825,0,0.06133437474273216,0,1,0,0,0,0,0,0,0,0,0
6826,0,0.036510011562929184,0,1,0,0,0,0,0,0,0,0,0
6827,0,0.012049898418618215,0,1,0,0,0,0,0,0,0,0,0
6828,0,0.2751353111779596,1,1,1,1,0,0,0,0,0,0,0
6829,0,0.03383388433292784,0,1,0,0,0,0,0,0,0,0,0
6830,0,0.09641975583635615,0,1,0,0,0,0,0,0,0,0,0
6831,0,0.03682879524063823,0,1,0,0,0,0,0,0,0,0,0
6832,0,0.03345108193459117,0,1,0,0,0,0,0,0,0,0,0
6833,0,0.03811625030320144,0,1,0,0,0,0,0,0,0,0,0
6834,0,0.010445175927143622,0,1,0,0,0,0,0,0,0,0,0
6835,0,0.05964628717426118,0,1,0,0,0,0,0,0,0,0,0
6836,0,0.01799322759267443,0,1,0,0,0,0,0,0,0,0,0
6837,0,0.2795760987556722,1,1,1,1,0,0,0,0,0,0,0
6838,0,0.02954517873611317,0,1,0,0,0,0,0,0,0,0,0
6839,0,0.10805963914256302,1,1,1,0,0,0,0,0,0,0,0
6840,0,0.019089655301243184,0,1,0,0,0,0,0,0,0,0,0
6841,0,0.020481564872851188,0,1,0,0,0,0,0,0,0,0,0
6842,0,0.08327076582370711,0,1,0,0,0,0,0,0,0,0,0
6843,0,0.05756423815592161,0,1,0,0,0,0,0,0,0,0,0
6844,0,0.11157047095258084,1,1,1,0,0,0,0,0,0,0,0
6845,0,0.02562863645528513,0,1,0,0,0,0,0,0,0,0,0
6846,0,0.09122741417998403,0,1,0,0,0,0,0,0,0,0,0
6847,0,0.02564046278459164,0,1,0,0,0,0,0,0,0,0,0
6848,0,0.024459637973064316,0,1,0,0,0,0,0,0,0,0,0
6849,0,0.06774046074239148,0,1,0,0,0,0,0,0,0,0,0
6850,0,0.23613357001584795,1,1,1,1,0,0,0,0,0,0,0
6851,0,0.03408504142566968,0,1,0,0,0,0,0,0,0,0,0
6852,0,0.0885947604119,0,1,0,0,0,0,0,0,0,0,0
6853,0,0.07609603613170321,0,1,0,0,0,0,0,0,0,0,0
6854,0,0.027763399894302977,0,1,0,0,0,0,0,0,0,0,0
6855,0,0.15607001416449448,1,1,1,0,0,0,0,0,0,0,0
6856,0,0.022071990766139953,0,1,0,0,0,0,0,0,0,0,0
6857,0,0.025924087877899855,0,1,0,0,0,0,0,0,0,0,0
6858,0,0.029219316436475216,0,1,0,0,0,0,0,0,0,0,0
6859,0,0.09793974555444164,0,1,0,0,0,0,0,0,0,0,0
6860,0,0.07195365982608705,0,1,0,0,0,0,0,0,0,0,0
6861,0,0.07256802041669178,0,1,0,0,0,0,0,0,0,0,0
6862,0,0.020067906652715628,0,1,0,0,0,0,0,0,0,0,0
6863,0,0.018337753793257767,0,1,0,0,0,0,0,0,0,0,0
6864,0,0.058234003222875516,0,1,0,0,0,0,0,0,0,0,0
6865,0,0.02393377712732026,0,1,0,0,0,0,0,0,0,0,0
6866,0,0.04450228103212657,0,1,0,0,0,0,0,0,0,0,0
6867,0,0.020294726494940813,0,1,0,0,0,0,0,0,0,0,0
6868,0,0.11892318439819069,1,1,1,0,0,0,0,0,0,0,0
6869,0,0.20740093367865572,1,1,1,1,0,0,0,0,0,0,0
6870,0,0.010935309229334202,0,1,0,0,0,0,0,0,0,0,0
6871,0,0.015117519751751903,0,1,0,0,0,0,0,0,0,0,0
6872,0,0.09075401531290325,0,1,0,0,0,0,0,0,0,0,0
6873,0,0.052286541202372465,0,1,0,0,0,0,0,0,0,0,0
6874,0,0.030495194686225767,0,1,0,0,0,0,0,0,0,0,0
6875,0,0.14860991848005473,1,1,1,0,0,0,0,0,0,0,0
6876,1,0.03068065072298643,0,1,0,0,0,0,0,0,0,0,0
6877,0,0.0247627140697313,0,1,0,0,0,0,0,0,0,0,0
6878,0,0.08892893694464267,0,1,0,0,0,0,0,0,0,0,0
6879,0,0.026458841484874884,0,1,0,0,0,0,0,0,0,0,0
6880,0,0.023769393756844538,0,1,0,0,0,0,0,0,0,0,0
6881,0,0.024329459673745744,0,1,0,0,0,0,0,0,0,0,0
6882,0,0.05734540415522768,0,1,0,0,0,0,0,0,0,0,0
6883,1,0.052444006761626874,0,1,0,0,0,0,0,0,0,0,0
6884,1,0.01211478245478847,0,1,0,0,0,0,0,0,0,0,0
6885,0,0.009676316534841961,0,1,0,0,0,0,0,0,0,0,0
6886,0,0.025373526017166022,0,1,0,0,0,0,0,0,0,0,0
6887,0,0.01054426109341543,0,1,0,0,0,0,0,0,0,0,0
6888,0,0.03727134415650636,0,1,0,0,0,0,0,0,0,0,0
6889,0,0.02970385984906238,0,1,0,0,0,0,0,0,0,0,0
6890,0,0.07580854056963118,0,1,0,0,0,0,0,0,0,0,0
6891,0,0.07961110478062255,0,1,0,0,0,0,0,0,0,0,0
6892,0,0.01559718696157544,0,1,0,0,0,0,0,0,0,0,0
6893,0,0.08174678335970538,0,1,0,0,0,0,0,0,0,0,0
6894,0,0.022226051005431954,0,1,0,0,0,0,0,0,0,0,0
6895,0,0.060440951688476074,0,1,0,0,0,0,0,0,0,0,0
6896,0,0.017282063691685234,0,1,0,0,0,0,0,0,0,0,0
6897,0,0.04012023736919104,0,1,0,0,0,0,0,0,0,0,0
6898,0,0.006933332603681172,0,1,0,0,0,0,0,0,0,0,0
6899,0,0.10453208435313739,1,1,1,0,0,0,0,0,0,0,0
6900,0,0.11310408032553335,1,1,1,0,0,0,0,0,0,0,0
6901,0,0.016335279141360022,0,1,0,0,0,0,0,0,0,0,0
6902,0,0.05999587983858553,0,1,0,0,0,0,0,0,0,0,0
6903,0,0.044045061359411775,0,1,0,0,0,0,0,0,0,0,0
6904,0,0.03929825307294584,0,1,0,0,0,0,0,0,0,0,0
6905,0,0.009907133309046055,0,1,0,0,0,0,0,0,0,0,0
6906,0,0.019304860196553413,0,1,0,0,0,0,0,0,0,0,0
6907,1,0.07660606622744262,0,1,0,0,0,0,0,0,0,0,0
6908,0,0.11218998340915531,1,1,1,0,0,0,0,0,0,0,0
6909,0,0.04455763075337681,0,1,0,0,0,0,0,0,0,0,0
6910,0,0.025404799455591095,0,1,0,0,0,0,0,0,0,0,0
6911,0,0.07239961684916302,0,1,0,0,0,0,0,0,0,0,0
6912,0,0.036104861124728674,0,1,0,0,0,0,0,0,0,0,0
6913,0,0.07930078999780835,0,1,0,0,0,0,0,0,0,0,0
6914,0,0.02687954798315372,0,1,0,0,0,0,0,0,0,0,0
6915,0,0.02704082423838842,0,1,0,0,0,0,0,0,0,0,0
6916,0,0.02315503764449709,0,1,0,0,0,0,0,0,0,0,0
6917,0,0.012818529128678105,0,1,0,0,0,0,0,0,0,0,0
6918,0,0.17963877146184745,1,1,1,0,0,0,0,0,0,0,0
6919,0,0.054467226553676876,0,1,0,0,0,0,0,0,0,0,0
6920,0,0.044494177233569104,0,1,0,0,0,0,0,0,0,0,0
6921,0,0.04017324913175882,0,1,0,0,0,0,0,0,0,0,0
6922,0,0.0688985100513255,0,1,0,0,0,0,0,0,0,0,0
6923,0,0.07628803242325058,0,1,0,0,0,0,0,0,0,0,0
6924,0,0.011919785897938658,0,1,0,0,0,0,0,0,0,0,0
6925,0,0.03446245214085509,0,1,0,0,0,0,0,0,0,0,0
6926,0,0.014613115391600276,0,1,0,0,0,0,0,0,0,0,0
6927,0,0.10296359979310742,1,1,1,0,0,0,0,0,0,0,0
6928,0,0.2092297487294284,1,1,1,1,0,0,0,0,0,0,0
6929,0,0.03700317205635389,0,1,0,0,0,0,0,0,0,0,0
6930,0,0.007561175251920058,0,1,0,0,0,0,0,0,0,0,0
6931,0,0.11458877984333757,1,1,1,0,0,0,0,0,0,0,0
6932,0,0.019223089307568778,0,1,0,0,0,0,0,0,0,0,0
6933,0,0.08949425760303571,0,1,0,0,0,0,0,0,0,0,0
6934,0,0.01005680505857329,0,1,0,0,0,0,0,0,0,0,0
6935,0,0.18411763580196894,1,1,1,0,0,0,0,0,0,0,0
6936,0,0.06605991889848578,0,1,0,0,0,0,0,0,0,0,0
6937,0,0.017861462472023974,0,1,0,0,0,0,0,0,0,0,0
6938,0,0.06702333301725728,0,1,0,0,0,0,0,0,0,0,0
6939,1,0.04971749885546753,0,1,0,0,0,0,0,0,0,0,0
6940,0,0.016831578895864188,0,1,0,0,0,0,0,0,0,0,0
6941,0,0.011578042613902691,0,1,0,0,0,0,0,0,0,0,0
6942,1,0.07587585641957345,0,1,0,0,0,0,0,0,0,0,0
6943,0,0.05826984470910546,0,1,0,0,0,0,0,0,0,0,0
6944,0,0.01988161251315745,0,1,0,0,0,0,0,0,0,0,0
6945,0,0.019291126975493577,0,1,0,0,0,0,0,0,0,0,0
6946,0,0.01572694317038136,0,1,0,0,0,0,0,0,0,0,0
6947,0,0.011860575200095032,0,1,0,0,0,0,0,0,0,0,0
6948,0,0.03601506433126572,0,1,0,0,0,0,0,0,0,0,0
6949,0,0.01352960339848996,0,1,0,0,0,0,0,0,0,0,0
6950,0,0.03388352985410901,0,1,0,0,0,0,0,0,0,0,0
6951,1,0.08172492916018055,0,1,0,0,0,0,0,0,0,0,0
6952,0,0.032274107872125535,0,1,0,0,0,0,0,0,0,0,0
6953,0,0.04891799319309456,0,1,0,0,0,0,0,0,0,0,0
6954,0,0.026368598501068125,0,1,0,0,0,0,0,0,0,0,0
6955,0,0.06926396293071753,0,1,0,0,0,0,0,0,0,0,0
6956,0,0.0932523894810419,0,1,0,0,0,0,0,0,0,0,0
6957,0,0.014064665923777616,0,1,0,0,0,0,0,0,0,0,0
6958,0,0.012960781088280894,0,1,0,0,0,0,0,0,0,0,0
6959,0,0.09725845963207014,0,1,0,0,0,0,0,0,0,0,0
6960,0,0.04379684520223661,0,1,0,0,0,0,0,0,0,0,0
6961,0,0.014293143992524869,0,1,0,0,0,0,0,0,0,0,0
6962,0,0.057500063423173,0,1,0,0,0,0,0,0,0,0,0
6963,0,0.02262391656389641,0,1,0,0,0,0,0,0,0,0,0
6964,0,0.1464792774061551,1,1,1,0,0,0,0,0,0,0,0
6965,1,0.010547243326634094,0,1,0,0,0,0,0,0,0,0,0
6966,0,0.1786189551001439,1,1,1,0,0,0,0,0,0,0,0
6967,0,0.13203705603223578,1,1,1,0,0,0,0,0,0,0,0
6968,0,0.012097717494290448,0,1,0,0,0,0,0,0,0,0,0
6969,0,0.08937934878465925,0,1,0,0,0,0,0,0,0,0,0
6970,0,0.017002760336239486,0,1,0,0,0,0,0,0,0,0,0
6971,0,0.1448595131250762,1,1,1,0,0,0,0,0,0,0,0
6972,0,0.03414691921116681,0,1,0,0,0,0,0,0,0,0,0
6973,0,0.14745691617558498,1,1,1,0,0,0,0,0,0,0,0
6974,0,0.02523695776299391,0,1,0,0,0,0,0,0,0,0,0
6975,0,0.3314330258105944,1,1,1,1,1,0,0,0,0,0,0
6976,0,0.019907800029369906,0,1,0,0,0,0,0,0,0,0,0
6977,0,0.19518344384220856,1,1,1,0,0,0,0,0,0,0,0
6978,0,0.026500356902393853,0,1,0,0,0,0,0,0,0,0,0
6979,0,0.1804557864381469,1,1,1,0,0,0,0,0,0,0,0
6980,0,0.04653333887777955,0,1,0,0,0,0,0,0,0,0,0
6981,0,0.2903928163078213,1,1,1,1,0,0,0,0,0,0,0
6982,0,0.025047559423505363,0,1,0,0,0,0,0,0,0,0,0
6983,0,0.025151686757062974,0,1,0,0,0,0,0,0,0,0,0
6984,0,0.1451557404709279,1,1,1,0,0,0,0,0,0,0,0
6985,0,0.23549386254856983,1,1,1,1,0,0,0,0,0,0,0
6986,0,0.04890230118519522,0,1,0,0,0,0,0,0,0,0,0
6987,0,0.049450406320119086,0,1,0,0,0,0,0,0,0,0,0
6988,0,0.02376088847275833,0,1,0,0,0,0,0,0,0,0,0
6989,0,0.008355981405405243,0,1,0,0,0,0,0,0,0,0,0
6990,1,0.03768774708548726,0,1,0,0,0,0,0,0,0,0,0
6991,1,0.14772587392195488,1,1,1,0,0,0,0,0,0,0,0
6992,0,0.09767405111551761,0,1,0,0,0,0,0,0,0,0,0
6993,0,0.049821985981057186,0,1,0,0,0,0,0,0,0,0,0
6994,0,0.03168601579290211,0,1,0,0,0,0,0,0,0,0,0
6995,0,0.016705655039978076,0,1,0,0,0,0,0,0,0,0,0
6996,0,0.040859644536322265,0,1,0,0,0,0,0,0,0,0,0
6997,0,0.010755559234901894,0,1,0,0,0,0,0,0,0,0,0
6998,0,0.015576164061728464,0,1,0,0,0,0,0,0,0,0,0
6999,0,0.024804267355790548,0,1,0,0,0,0,0,0,0,0,0
7000,0,0.042270050074059345,0,1,0,0,0,0,0,0,0,0,0
7001,0,0.024155434595416702,0,1,0,0,0,0,0,0,0,0,0
7002,0,0.12027252692970032,1,1,1,0,0,0,0,0,0,0,0
7003,0,0.11739795125651989,1,1,1,0,0,0,0,0,0,0,0
7004,0,0.1474311835176492,1,1,1,0,0,0,0,0,0,0,0
7005,0,0.020712802092466984,0,1,0,0,0,0,0,0,0,0,0
7006,0,0.026582417472296095,0,1,0,0,0,0,0,0,0,0,0
7007,0,0.0863357394184722,0,1,0,0,0,0,0,0,0,0,0
7008,0,0.02717347405771391,0,1,0,0,0,0,0,0,0,0,0
7009,1,0.07842974793735769,0,1,0,0,0,0,0,0,0,0,0
7010,0,0.012948589080820503,0,1,0,0,0,0,0,0,0,0,0
7011,0,0.0270428165220879,0,1,0,0,0,0,0,0,0,0,0
7012,0,0.2428951034814411,1,1,1,1,0,0,0,0,0,0,0
7013,0,0.013511491314811299,0,1,0,0,0,0,0,0,0,0,0
7014,0,0.0402684242535799,0,1,0,0,0,0,0,0,0,0,0
7015,0,0.23811295118773734,1,1,1,1,0,0,0,0,0,0,0
7016,0,0.05881180747113518,0,1,0,0,0,0,0,0,0,0,0
7017,0,0.011113351921453173,0,1,0,0,0,0,0,0,0,0,0
7018,0,0.01785291589567401,0,1,0,0,0,0,0,0,0,0,0
7019,0,0.027283500465309554,0,1,0,0,0,0,0,0,0,0,0
7020,0,0.0324003809093338,0,1,0,0,0,0,0,0,0,0,0
7021,0,0.2011301588797951,1,1,1,1,0,0,0,0,0,0,0
7022,0,0.019489013697700133,0,1,0,0,0,0,0,0,0,0,0
7023,0,0.043632101023583704,0,1,0,0,0,0,0,0,0,0,0
7024,0,0.01594127008498601,0,1,0,0,0,0,0,0,0,0,0
7025,0,0.0634157531019033,0,1,0,0,0,0,0,0,0,0,0
7026,0,0.022438188915527922,0,1,0,0,0,0,0,0,0,0,0
7027,0,0.05192849089032391,0,1,0,0,0,0,0,0,0,0,0
7028,0,0.1525080650909255,1,1,1,0,0,0,0,0,0,0,0
7029,0,0.015234677626747009,0,1,0,0,0,0,0,0,0,0,0
7030,0,0.04684737751429447,0,1,0,0,0,0,0,0,0,0,0
7031,0,0.011963383562737484,0,1,0,0,0,0,0,0,0,0,0
7032,0,0.00678002340224349,0,1,0,0,0,0,0,0,0,0,0
7033,0,0.02434348768764404,0,1,0,0,0,0,0,0,0,0,0
7034,0,0.019596800069945033,0,1,0,0,0,0,0,0,0,0,0
7035,0,0.007997598569552443,0,1,0,0,0,0,0,0,0,0,0
7036,1,0.1195539871070482,1,1,1,0,0,0,0,0,0,0,0
7037,0,0.041413561442465635,0,1,0,0,0,0,0,0,0,0,0
7038,0,0.013718382789314086,0,1,0,0,0,0,0,0,0,0,0
7039,0,0.02137413450372582,0,1,0,0,0,0,0,0,0,0,0
7040,0,0.0033048353139362376,0,1,0,0,0,0,0,0,0,0,0
7041,0,0.011049540135341693,0,1,0,0,0,0,0,0,0,0,0
7042,0,0.009335586929677751,0,1,0,0,0,0,0,0,0,0,0
7043,0,0.07489866872200045,0,1,0,0,0,0,0,0,0,0,0
7044,0,0.0373654476152101,0,1,0,0,0,0,0,0,0,0,0
7045,0,0.15888498654233968,1,1,1,0,0,0,0,0,0,0,0
7046,0,0.08189069254612126,0,1,0,0,0,0,0,0,0,0,0
7047,0,0.008391484573853199,0,1,0,0,0,0,0,0,0,0,0
7048,0,0.02148520772313451,0,1,0,0,0,0,0,0,0,0,0
7049,0,0.07152778236806315,0,1,0,0,0,0,0,0,0,0,0
7050,0,0.031085660444186508,0,1,0,0,0,0,0,0,0,0,0
7051,0,0.057953360113664205,0,1,0,0,0,0,0,0,0,0,0
7052,0,0.10184971951499486,1,1,1,0,0,0,0,0,0,0,0
7053,0,0.012189945729341676,0,1,0,0,0,0,0,0,0,0,0
7054,0,0.012920574841550408,0,1,0,0,0,0,0,0,0,0,0
7055,0,0.09928495873173293,0,1,0,0,0,0,0,0,0,0,0
7056,0,0.02339878006250351,0,1,0,0,0,0,0,0,0,0,0
7057,0,0.12923363313278816,1,1,1,0,0,0,0,0,0,0,0
7058,0,0.024279710753105088,0,1,0,0,0,0,0,0,0,0,0
7059,0,0.04175404471166352,0,1,0,0,0,0,0,0,0,0,0
7060,0,0.020066823439081484,0,1,0,0,0,0,0,0,0,0,0
7061,0,0.020879526718781734,0,1,0,0,0,0,0,0,0,0,0
7062,0,0.0304432405072006,0,1,0,0,0,0,0,0,0,0,0
7063,0,0.1082342384819253,1,1,1,0,0,0,0,0,0,0,0
7064,0,0.28498982587000266,1,1,1,1,0,0,0,0,0,0,0
7065,0,0.022492907760679456,0,1,0,0,0,0,0,0,0,0,0
7066,0,0.059375834033142276,0,1,0,0,0,0,0,0,0,0,0
7067,0,0.022295768935302118,0,1,0,0,0,0,0,0,0,0,0
7068,0,0.08633494915459355,0,1,0,0,0,0,0,0,0,0,0
7069,0,0.05792349501351388,0,1,0,0,0,0,0,0,0,0,0
7070,0,0.07526531391281102,0,1,0,0,0,0,0,0,0,0,0
7071,0,0.025472221442032296,0,1,0,0,0,0,0,0,0,0,0
7072,0,0.11503063578210858,1,1,1,0,0,0,0,0,0,0,0
7073,0,0.03187540370136299,0,1,0,0,0,0,0,0,0,0,0
7074,0,0.12250721195064071,1,1,1,0,0,0,0,0,0,0,0
7075,0,0.16688609751097566,1,1,1,0,0,0,0,0,0,0,0
7076,0,0.10081348744429906,1,1,1,0,0,0,0,0,0,0,0
7077,0,0.038237154999901414,0,1,0,0,0,0,0,0,0,0,0
7078,0,0.018687474559059787,0,1,0,0,0,0,0,0,0,0,0
7079,0,0.036827033690143694,0,1,0,0,0,0,0,0,0,0,0
7080,0,0.03966513809928801,0,1,0,0,0,0,0,0,0,0,0
7081,0,0.3875024267086987,1,1,1,1,1,0,0,0,0,0,0
7082,0,0.023373563474167802,0,1,0,0,0,0,0,0,0,0,0
7083,0,0.008743430449768774,0,1,0,0,0,0,0,0,0,0,0
7084,0,0.014899733421688465,0,1,0,0,0,0,0,0,0,0,0
7085,0,0.02086501109832689,0,1,0,0,0,0,0,0,0,0,0
7086,0,0.058419320357716756,0,1,0,0,0,0,0,0,0,0,0
7087,0,0.019096361384938892,0,1,0,0,0,0,0,0,0,0,0
7088,0,0.045094648397170575,0,1,0,0,0,0,0,0,0,0,0
7089,1,0.008158772112251668,0,1,0,0,0,0,0,0,0,0,0
7090,0,0.2624180841680892,1,1,1,1,0,0,0,0,0,0,0
7091,0,0.0402095176023569,0,1,0,0,0,0,0,0,0,0,0
7092,0,0.07893638069960006,0,1,0,0,0,0,0,0,0,0,0
7093,0,0.38651429209723054,1,1,1,1,1,0,0,0,0,0,0
7094,0,0.04358994679361644,0,1,0,0,0,0,0,0,0,0,0
7095,0,0.02865937003284697,0,1,0,0,0,0,0,0,0,0,0
7096,0,0.01753691028935967,0,1,0,0,0,0,0,0,0,0,0
7097,0,0.04646681010438269,0,1,0,0,0,0,0,0,0,0,0
7098,0,0.013329254675342066,0,1,0,0,0,0,0,0,0,0,0
7099,0,0.029317625065976072,0,1,0,0,0,0,0,0,0,0,0
7100,0,0.08011542030680073,0,1,0,0,0,0,0,0,0,0,0
7101,0,0.07673111777639724,0,1,0,0,0,0,0,0,0,0,0
7102,0,0.008674263542602059,0,1,0,0,0,0,0,0,0,0,0
7103,0,0.04467364717717324,0,1,0,0,0,0,0,0,0,0,0
7104,0,0.011786657718498983,0,1,0,0,0,0,0,0,0,0,0
7105,0,0.014590288131234929,0,1,0,0,0,0,0,0,0,0,0
7106,0,0.021642671130972513,0,1,0,0,0,0,0,0,0,0,0
7107,0,0.011310164471643586,0,1,0,0,0,0,0,0,0,0,0
7108,0,0.012886632921254497,0,1,0,0,0,0,0,0,0,0,0
7109,0,0.060527886029253644,0,1,0,0,0,0,0,0,0,0,0
7110,0,0.1500486707446303,1,1,1,0,0,0,0,0,0,0,0
7111,0,0.023662237353473253,0,1,0,0,0,0,0,0,0,0,0
7112,0,0.014390896329961739,0,1,0,0,0,0,0,0,0,0,0
7113,0,0.15736992205486383,1,1,1,0,0,0,0,0,0,0,0
7114,0,0.07300528402107906,0,1,0,0,0,0,0,0,0,0,0
7115,0,0.0342099758344044,0,1,0,0,0,0,0,0,0,0,0
7116,0,0.01114207686886397,0,1,0,0,0,0,0,0,0,0,0
7117,0,0.008078850317387613,0,1,0,0,0,0,0,0,0,0,0
7118,0,0.10162202967800539,1,1,1,0,0,0,0,0,0,0,0
7119,0,0.10492607755906548,1,1,1,0,0,0,0,0,0,0,0
7120,0,0.019182064514788353,0,1,0,0,0,0,0,0,0,0,0
7121,0,0.1445953571017669,1,1,1,0,0,0,0,0,0,0,0
7122,0,0.02417427314948678,0,1,0,0,0,0,0,0,0,0,0
7123,0,0.01238627791917886,0,1,0,0,0,0,0,0,0,0,0
7124,0,0.10824286536836095,1,1,1,0,0,0,0,0,0,0,0
7125,0,0.05676138189992147,0,1,0,0,0,0,0,0,0,0,0
7126,1,0.07051692389345453,0,1,0,0,0,0,0,0,0,0,0
7127,0,0.016091674526778097,0,1,0,0,0,0,0,0,0,0,0
7128,0,0.026233802605726556,0,1,0,0,0,0,0,0,0,0,0
7129,0,0.03962872130424781,0,1,0,0,0,0,0,0,0,0,0
7130,0,0.02544017271565652,0,1,0,0,0,0,0,0,0,0,0
7131,0,0.027252247801365335,0,1,0,0,0,0,0,0,0,0,0
7132,0,0.04632102837669273,0,1,0,0,0,0,0,0,0,0,0
7133,0,0.2847874505061614,1,1,1,1,0,0,0,0,0,0,0
7134,0,0.020031607472306385,0,1,0,0,0,0,0,0,0,0,0
7135,0,0.04274615519577691,0,1,0,0,0,0,0,0,0,0,0
7136,0,0.03830438867057395,0,1,0,0,0,0,0,0,0,0,0
7137,0,0.020145213768184633,0,1,0,0,0,0,0,0,0,0,0
7138,1,0.05378545478757795,0,1,0,0,0,0,0,0,0,0,0
7139,0,0.01959628143437956,0,1,0,0,0,0,0,0,0,0,0
7140,0,0.020652288111587768,0,1,0,0,0,0,0,0,0,0,0
7141,0,0.08102388310434323,0,1,0,0,0,0,0,0,0,0,0
7142,0,0.015240316689283937,0,1,0,0,0,0,0,0,0,0,0
7143,0,0.06967026915290508,0,1,0,0,0,0,0,0,0,0,0
7144,0,0.02334778798990434,0,1,0,0,0,0,0,0,0,0,0
7145,0,0.030542066247778974,0,1,0,0,0,0,0,0,0,0,0
7146,0,0.07520490903853932,0,1,0,0,0,0,0,0,0,0,0
7147,0,0.03814861436159131,0,1,0,0,0,0,0,0,0,0,0
7148,0,0.02247436034230824,0,1,0,0,0,0,0,0,0,0,0
7149,0,0.1798428980276759,1,1,1,0,0,0,0,0,0,0,0
7150,0,0.10023682908813897,1,1,1,0,0,0,0,0,0,0,0
7151,0,0.0422380969627721,0,1,0,0,0,0,0,0,0,0,0
7152,0,0.024060903805593736,0,1,0,0,0,0,0,0,0,0,0
7153,0,0.043807405501540816,0,1,0,0,0,0,0,0,0,0,0
7154,0,0.02435478286516751,0,1,0,0,0,0,0,0,0,0,0
7155,1,0.16263572117351918,1,1,1,0,0,0,0,0,0,0,0
7156,1,0.018624295126349492,0,1,0,0,0,0,0,0,0,0,0
7157,0,0.01163241608970221,0,1,0,0,0,0,0,0,0,0,0
7158,0,0.08731467666791222,0,1,0,0,0,0,0,0,0,0,0
7159,0,0.05154048147232918,0,1,0,0,0,0,0,0,0,0,0
7160,0,0.03600608402745955,0,1,0,0,0,0,0,0,0,0,0
